Name,Phone,Address,City,State,Zip,County,Age
The Summit Autism Center - Roswell,(770) 552-1535,"1000 Holcomb Woods Parkway, Suite 440",Roswell,GA,30076,Fulton,Under 3
Therapyland - Alpharetta,(678) 648-7644,6505 Shiloh Road Suite 100,Alpharetta,GA,30005,Fulton,Under 3
Toombs ARC,(912) 526-6145,PO Box 27,Lyons,GA,30436,Toombs,Under 3
Touch the Future,(864) 367-0831,"100 Construction Way, Unit 1",Anderson,SC,29625,,Under 3
Trusty Behavioral Services,(470) 219-8271,5130 Peachtree Blvd.,Chamblee,GA,30341,DeKalb,Under 3
University of Georgia Clinic for Autism Spectrum,(706) 542-7512,University Of Georgia 110 Carlton Street 302 Aderhold Hall,Athen,GA,30602,Clarke,Under 3
Valdosta Pediatric Therapy Services,229-253-8500,200 W Moore St,Valdosta,GA,31602,Lowndes,Under 3
Village Autism Center,(770) 565-3045,"4994 Lower Roswell Rd, Ste 10",Marietta,GA,30068,Cobb,Under 3
Walden Early Childhood Center,404-727-8350,Emory University School of Medicine 1551 Shoup Court,Atlanta,GA,30322,DeKalb,Under 3
Word Rehab Inc.,(678) 850-0571,424 W Taylor Street,Griffin,GA,30224,Spalding,Under 3
Working The Puzzle,(678) 395-6736,"12460 Crabapple Rd., Suite 202-149",Alpharetta,GA,30004,Fulton,Under 3
"Wynsum Arts, LLC",425-985-3052,"5529-B Chamblee Dunwoody Road, Suite 122",Atlanta,GA,,DeKalb,Under 3
Advantage Intellectual & Development Disabilities Services - Elbert,(706) 213-2151,Quality Community Services 50 Chestnut Street,Elberton,GA,30635,Elbert,21+
Aerie Summer Camp,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,21+
Albany Advocacy Resource Center (ARC),229-888-6852,3005 Old Dawson Road,Albany,GA,31721,Dougherty,21+
All Kids First USA,(770) 558-6055,4720 Peachtree Industrial Blvd Suite 301 & 305,Berkeley Lake,GA,30071,Gwinnett,21+
Alternative Baseball,(770) 313-1762,854 Lindsey Lake Road,Dallas,GA,,Paulding,21+
Ameri-Kan Karate,770-388-9858,WorldClass American Karate 1680 Dogwood Drive Suite,Conyers,GA,30013,Rockdale,21+
Amy Jefferson - Behavior Specialist,(770) 424-0207,"2903 Auburn Ct SW Marietta, GA 30064",Marietta,GA,30064,Cobb,21+
"Annandale at Suwanee, Inc. (Annandale Village)",770-945-8381,3500 Annandale Lane,Suwanee,GA,30024,Gwinnett,21+
Asperger's Organization,(404) 323-0945,417 Arrowhatchee Drive,Winder,GA,30680,Barrow,21+
Assistance Dogs for Autism,,145 Foxfield Drive,Harmony,NC,28634,,21+
"Assured Relief Home Care, LLC.",(678) 272-7202,"820 Pavilion Ct, Suite D",McDonough,GA,30253,Henry,21+
"Atlanta Autism Consortium, Inc.",(470) 701-9343,"2451 Cumberland Parkway SE, Suite 3776",Atlanta,GA,30339-6157,Fulton,21+
Atlanta Hyperbaric Center,(770) 948-4511,654 Windy Hill Rd. SE,Smyrna,GA,30080,Cobb,21+
Augusta Autism and Disability Support Group,,"Wesley United Methodist Church, 825 N Belair Road",Evans,GA,30809,Columbia,21+
"Autism and Developmental Center, Navicent Health",478-633-8100,"Autism and Developmental Center, Navicent Health 1014 Forsyth Street Macon, GA 31201",Macon,GA,31201,Bibb,21+
Autism Graduate Certificate at Kennesaw State University,(470) 578-3297,1000 Chastain Road,Kennesaw,GA,30144,Cobb,21+
Autism Hope Center,706-604-6333,PO Box 6028,Columbus,GA,31917,Muscogee,21+
Autism Improvised,(770) 573-0320,PO Box 862097,Marietta,GA,30062,Cobb,21+
Autism in Bartow,,,Cartersville,GA,,Bartow,21+
Autism Learning Partners - Cumming,(818) 241-6780,160 Clairemont Avenue Suite 625,Decatur,GA,30030,DeKalb,21+
Autism Parent Support Group,(229) 344-1501,Albany ARC Training Center 1319 West Broad Avenue,Albany,GA,31708,Dougherty,21+
Autism Research Institute,619-281-7165,4182 Adams Avenue,San Diego,CA,92116,,21+
Autism Resource Center,,528 Chaucer Way,Stockbridge,GA,30281,Henry,21+
Autism Society Georgia,(770) 852-0266,"8343 Roswell Rd., Suite 339",Atlanta,GA,30350,Fulton,21+
Autism Society of America,(800) 328-8476,4340 East-West Highway Suite 350,Bethesda,MD,20814,,21+
Autism Society of America Scholarship,301/657-0881,2012 Autism Society Awards 4340 East West HighwaySuite 350,Bethesda,MD,,,21+
Autism Speaks,212-252-8584,1 East 33rd Street 4th floor,New York,NY,10016,,21+
Autism Speaks - Georgia Regional Office,770-451-0570,900 Circle 75 Parkway Suite 445,Atlanta,GA,3039,Cobb,21+
Autism Spectrum Support Group Teens/ Young Adults,(770) 728-1888,"8230 Hazel Brand Road, STE",Covington,GA,30014,Newton,21+
Autistic Self Advocacy Atlanta,(404) 444-0731,Autistic Self Advocacy Network PO Box 66122,Washington,DC,20035,,21+
Avita Community Partners (Forsyth),678-341-3840,125 North Corners Parkway,Cumming,GA,30040,Forsyth,21+
Avita Community Partners (Habersham),706-894-3750,196 Stoggins Drive,Demorest,GA,30528,Habersham,21+
Avita Community Partners (Lumpkin - DDS ),678-513-5799,67 Ethan Allen Drive,Dahlonega,GA,30533,Lumpkin,21+
Avita Community Partners (Stephens),(706) 282-4542,1763 Fernside Drive,Toccoa,GA,30577,Stephens,21+
Avita Community Partners (Towns),706-745-5911,76 Martin Street Suite A,Blairsville,GA,30582,Towns,21+
Avita Community Partners (Union),706-745-5911,76 Hunt Martin Street Suite A,Blairsville,GA,30512,Union,21+
Avita Community Partners - Administrative Office,678-513-5700,4331 Thurmond Tanner Parkway,Flowery Branch,GA,30542,Hall,21+
Bacon County Service Center,912/632-5905,Unison 1835 West 12th Street,Alma,GA,31510,Bacon,21+
Bainbridge Advocacy Individual Network (BAIN),(229) 246-0150,316 West Shotwell Street,Bainbridge,GA,39819,Decatur,21+
Balance Atlanta Family Chiropractic,(404) 261-4848,60 Pharr Road Lower Level 101,Atlanta,GA,,Fulton,21+
"Beads of Success, Inc.",(404) 494-0092,P.O. Box 311211,Atlanta,GA,31131,Fulton,21+
"Beckhom Behavioral Consulting, LLC",(229) 439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,21+
Behavioral Institute of Atlanta,(404) 256-9325 ext. 725,6000 Lake Forrest Drive Suite 103,Atlanta,GA,30328,Fulton,21+
Bennett's Place,(404) 909-9475,"2920 Horizon Park Dr Suite A ,",Suwanee,GA,30024,Gwinnett,21+
Best Buddies - Emory,,,,GA,,DeKalb,21+
Beyond Words Center,404/633-0250 X 701,"1762 Century Boulevard, NE Suite B",Atlanta,GA,30345,DeKalb,21+
Beyond Words Center - Roswell,404/633-0250,1762B Century Blvd,Atlanta,GA,30345,Fulton,21+
Blessing Assurance Community and Training Center,(678) 469-3977,1050 Hwy. 54 East,Fayetteville,GA,30214,Fayette,21+
Bobby Dodd Institute,(678) 365-0071,2120 Marietta Blvd NW,Atlanta,GA,30318,Fulton,21+
Brain Gym,770-313-3622,,Alpharetta,GA,,Fulton,21+
Brain Gym,706-580-2681,,Colymbus,GA,,Muscogee,21+
Brain Gym,706-742-2009,,Winterville,GA,,Clarke,21+
Brain Gym,478-474-9536,,Macon,GA,,Bibb,21+
Brainjogging Camp Academia,706-884-4492,1507 Vernon Road,LaGrange,GA,30240,Troup,21+
Brecht Stables & Dustin's Place,(678) 644-5243,6737 Concord Road,Cumming,GA,30028,Forsyth,21+
"BT Solutions, LLC",678 671-9594,4744- A North Royal Atlanta Drive,Tucker,GA,30084,DeKalb,21+
Butterfly Effects,(888) 880-9270,300 Colonial Center Parkway Suite 100 N,Roswell,GA,30076,Fulton,21+
Butts County Developmental Disabilties Service Ctr,770/358-8377,Post Office Box 636 415 Ernest Biles Drive,Jackson,GA,30233,Butts,21+
Calhoun Autism Network,(770) 608-2822,"Echota Baptist Church, 35 College Circle",Calhoun,GA,,Gordon,21+
Calvin Center Recreational and Therapeutic Riding,770-946-4276 x222,13550 Woolsey Road,Hampton,GA,,Henry,21+
Camp Hollywood (Metro),(770) 234-9111,3825 Presidential Parkway Suite 103,Atlanta,GA,30340,DeKalb,21+
Camp Lakey Gap,828-669-6301,Christmount Camp Lakey Gap/222 Fern Way,"Black Mountain,",NC,28711,,21+
Camp MIGS,(770) 939-1100 EXt 102,2137 Flintstone Drive,Tucker,Georgia,30084,DeKalb,21+
Camp Sparrowood - United Methodist Church,706-864-6181,690 Camp Glisson Road,Dahlonega,GA,30533,Lumpkin,21+
CareStar,(478) 314-7770,Northside Square Office Park 3312 Northside Drive Suite A140,Macon,GA,31210,Bibb,21+
Carl McKinney,,1718 Rosewood Drive,Griffin,GA,,Spalding,21+
Carroll County Family Developmental Disability (CCFDD),404-451-8105,239 Martin Road,Carrollton,GA,30116,Carroll,21+
Cedar Springs Industries,770/749-2229,P.O. Box 261,Cedartown,GA,,Polk,21+
Center for New Beginnings,706-437-0505,727 West 6th Street,Waynesboro,GA,30830,Burke,21+
Central (Fulton) Training Center -,404-752-8766,"425 Langhorn St., SW Central Center",Atlanta,GA,30310,Fulton,21+
Central Georgia Autism Support Group Inc.,478-956-4204,210 Castlegate Road,Macon,GA,,Bibb,21+
"Cerebral Matters, LLC",404-493-0962,"6100 Lake Forrest Drive, NW Suite 108",Atlanta,GA,,Fulton,21+
Chastain Horse Park Summer Camp,(404) 252-4244 ext. 1,4371 Powers Ferry Road,Atlanta,GA,30327,DeKalb,21+
Chattahoochee Valley ASD Study Committee,(509) 929-6449,,,GA,,Fayette,21+
Children and Family Programs at KSU,(470) 578-2233,Kennesaw State University 402 Bartow Avenue,Kennesaw,GA,30144-5591,Cobb,21+
Christy Kennedy,404 378-5734,234 East Parkwood Road,Decatur,GA,30030,DeKalb,21+
CIP Summer Program Experience,877-566-9247,CIP National Office 199 South St,Pittsfield,MA,1201,,21+
Circus Arts Therapy,(404) 549-3000,2969 East Ponce De Leon Avenue; Suite 370,​Decatur,GA,30030​,DeKalb,21+
City of Roswell - Therapeutic Recreation Program,770-641-3950,"38 Hill Street, Suite 100",Roswell,GA,30075,Fulton,21+
Clayton County Community Service Board,844-438-2778,157 Smith Street,Jonesboro,GA,30236,Clayton,21+
Cobb Autism Support,404.987.253,"Spectrum Psychological Services. 2551 Roswell Road, Suite 525",Marietta,GA,30062,Cobb,21+
Cochran Day Program,(478) 477-7764,181 Cherry Street,Cochran,GA,31014,Bleckley,21+
Columbus Community Services (Southwest),229-435-3212,235 Roosevelt Avenue Suite 455,Albany,GA,31701,Dougherty,21+
"Communication Interventions, Inc.",(404) 720-4278,2025 Cogar drive,Decatur,GA,30032,DeKalb,21+
Community Service Board of Middle Georgia,(478) 272-1190,2121 A Bellevue Road,Dublin,GA,31021,Laurens,21+
Compass Behavioral & Developmental Consultants LLC - Hinesvilles,(800) 832-9419 ext 1,"740 East General Stewart Way, Suite 108",Hinesville,GA,31313,Liberty,21+
Compass Behavioral & Developmental Consultants LLC - Thomas,(800) 832-9419 Ext. 1,602 Victoria Place Suite A,Thomasville,Ga,31792,Thomas,21+
Compass Behavioral & Developmental Consultants LLC - Valdosta,(229) 412-8866,2225 Bemiss Rd Suite D,Valdosta,GA,31602,Lowndes,21+
Compass Behavioral & Developmental Consultants LLC -Warner Robins / Macon Area,(800) 832-9419 Ext. 1,402 Corder Rd Suite 400,Warner Robins,GA,31033,Houston,21+
"Compass Coordination, Inc.",(678) 372-6626,1124 N. Tennessee Street Suite 103,Cartersville,GA,30120,Bartow,21+
Conyers Day Center,,2062 Eastside Drive SE,Conyers,GA,30013,Rockdale,21+
Cora Lee Institute,770-634-2349,"3080 Highlands Pkwy SE, Suite A",Smyrna,GA,30082,Cobb,21+
Core Care Women's and Children's Wellness Physical Therapy,404-487-8491,"1585 Old Nocross Road, Ste 201B",Lawrenceville,GA,30046,Gwinnett,21+
Core Health Provider Services,(678) 772-7415,"2131 Kingston Court, Suite 108",Marietta,GA,30060,Cobb,21+
Core Therapy Services - Fayette,(678) 626-0557,"100 Glendalough Court, Suite A",Tyrone,GA,30290,Fayette,21+
Corral,770-254-0840,"Coweta Organization for Riding, Rehabilitation and Learning 21 Oliver Potts Road",Newnan,GA,30263,Coweta,21+
"Courageous Hope, Inc.",(919) 455-7117,2140 McGee Road Suite C-600A,Snellville,GA,,Gwinnett,21+
Creative Behavior Consulting,(570) 982-9436,342 The Chace,Sandy Springs,GA,30328,Fulton,21+
Crystal Jordan,(404) 468-2164,,Atlanta,GA,30311,Fulton,21+
CSS Healthcare Services-Developmental Disabilities Program,770-302-1383 X 106,8896 Tara Boulevard # 200,Jonesboro,GA,30236,Clayton,21+
Day of Beauty,404-502-7491,2860 Jonesboro Road,Atlanta,GA,,Fulton,21+
DBHDD Region 3 Office,(404) 244-5050,3073 Panthersville Road. Building 10,Decatur,GA,30034,DeKalb,21+
DBHDD Region 5 Office,(912) 303-1670,1915 Eisenhower Drive Building 2,Savannah,GA,31406,Chatham,21+
DBHDD Region 6 Office,(706) 565-7835,3000 Schatulga Road Building 4,Columbus,GA,31907,Muscogee,21+
Developing Minds Treatment Center - Dekalb,(478) 238-4774,220 Ponce de Leon Place,Decatur,GA,30030,DeKalb,21+
"Developmental Crossroads, LLC",770-428-1128,2854 Johnson Ferry Road Suite 150,Marietta,GA,,Cobb,21+
Diversified Enterprises,229-386-3560,192 South Virgina Avenue Suite 100,Tifton,GA,31794,Tift,21+
Dodge County Mental Retardation Service Center,478-374-7037,1255 Herman Avenue Post Office Box 968,Eastman,GA,31023,Dodge,21+
Douglas County Disabilities Coalition,(770) 402-4711,(ED) PO Box 985,Douglasville,GA,30133-0985,Douglas,21+
Dr. June Kaufman,(678) 944-7670,1244 Clairmont RD NE,Decatur,GA,30030,DeKalb,21+
Dr. Sandy Wilson,770-251- 5873,"Lighthouse Counseling Center, PC 121 Jackson Street",Newnan,GA,30263,Coweta,21+
Dr. Sara Mahan,(770) 452-5353,"1745 Old Spring House Lane, Suite 415",Dunwoody,GA,30338,Fulton,21+
Dream Quest Equine-Facilitated Psychotherapy,770-330-4295,1996 Kilcrease Road,Bethlehem,GA,30620,Gwinnett,21+
DreamPower Therapeutic Equestrian Center,770-720-1910,123 Equest Drive,Canton,GA,,Cobb,21+
Dynamic Therapy Associates,770-974-2424,3105 Creekside Village Drive Suite 604,Kennesaw,GA,30144,Cobb,21+
DynaVox Mayer-Johnson,770.283.7862,130 Arizona Avenue #412,Atlanta,GA,30307,DeKalb,21+
"Easter Seals Southern Georgia, Inc.",(229) 439-7062,1906 Palmyra Road,Albany,GA,31701,Dougherty,21+
Effingham Satellite -Gateway Community Serv. Board,912/754-3030,P.O. Box 1086 204 East Madison Avenue,Springfield,GA,31329,Effingham,21+
eLuma online therapy,(877) 496-3332 x701,2801 N. Thanksgiving Way #170,Lehi,UT,84043,,21+
Emory Autism Center,(404) 727-8350,The Justin Tyler Truax Building 1551 Shoup Court,Atlanta,GA,30322,DeKalb,21+
enAble Camp,,1200 Old Ellis Road Suite A,Roswell,GA,30076,Fulton,21+
ERIC Clearinghouse on Disabilities & Gifted Educa.,703/264-9474,Council for Exceptional Children 1920 Association Drive,Reston,VA,20191,,21+
Erin’s Hope for Friends,(678) 390-4812,"11940 Alpharetta Highway, #110",Alpharetta,GA,30009,Fulton,21+
"Essential Communication, Inc.",770-817-0181,130 Prospect Place,Alpharetta,GA,30005,Fulton,21+
Ethel Place/American Works,912/384-8637,919 E. Ethel Street,Douglas,GA,31533,Coffee,21+
Excel,770-434-7911,2051 Green Ridge Street,Smyrna,GA,30080,Cobb,21+
Exceptional Mind,(818) 387-8811,"13400 Riverside Drive, Suite 211",Sherman Oaks,CA,91423,,21+
Exceptional OPS,770-631-1035,P.O. Box 2151,Peachtree City,GA,,Fayette,21+
FAST - Family Autism Support Team,(229) 259-2571,1500 N. Patterson Street,Valdosta,GA,31698,Lowndes,21+
Forsyth Autism & Special Needs Support Group,(770) 722-8925,The Vine Community Church 4655 Bethelview Road,Cumming,GA,30040,Forsyth,21+
Ft. Benning Autism Support Group,(941) 979-2663,7117 Baltzell Avenue,Fort Benning,GA,31905,Chattahoochee,21+
Fulton County Central Training Center,404-752-8766,"425 Langhorn Street, SW",Atlanta,GA,30310,Fulton,21+
Gainesville/Hall County Autism Parent Support Group,678-898-6828,5426 Amber Cove Way,Flowery Branch,GA,30504,Hall,21+
"Generations Adult Day Services, Inc.",478-477-1289,2800 Northside Crossing,Macon,GA,,Bibb,21+
Georgia Adult Autism Day Program,404-329-1041,"Ga. Community Support and Solutions 1945 Cliff Vally Way, Suite 220",Atlanta,GA,,DeKalb,21+
Georgia Adult Autism Day Program (GAAP),(404) 329-1041,1955 Cliff Valley Way Suite 120,Atlanta,GA,,DeKalb,21+
Georgia Autism Center,(770) 696-4384,"4046 Wetherburn Way, Ste. 1,",Peachtree Corners,GA,30092,Gwinnett,21+
Georgia Autism Conferences,770-904-4474,,,GA,,Gwinnett,21+
Georgia Crisis and Access Line (BHL),404-420-3202,"Behavioral Health Link 75 Piedmont Avenue, Suite 910",Atlanta,GA,,Fulton,21+
"Girl Scouts of Middle Georgia, Inc.",(888) 689-1912,330 Drayton Street,Savannah,GA,31401,Bibb,21+
Goodwill Industries Workforce Development Services,912-354-6611,7220 Sallie Mood Drive,Savannah,GA,,Chatham,21+
Great Prospects,(770) 314-4243,1425 Market Boulevard Suite 530-135,Roswell,GA,30076,Fulton,21+
"Griffin Area Resource Center, Inc.",770/228-9919 x 22,P.O. Box 835 931 Hamilton Boulevard,Griffin,GA,30224,Spalding,21+
HALO Group of Middle Georga,(478) 822-0162,900 Ball Street,Perry,Georgia,31069,Houston,21+
Heart Song LLC,(678) 936-4269,605 West Avenue,Gainesville,GA,30501,Hall,21+
Highland Rivers Center (Kaleidoscope),(706) 295-6425,6 Mathis Drive NW,Rome,GA,30165-7238,Floyd,21+
Holistic Therapy and Consulting,(706) 813-4265,2340 Prince Avenue,Athens,GA,30606,Clarke,21+
"House of Artists Foundation, Inc.",(404) 793-4431,2451 Cumberland Parkway SE. #3405,Atlanta,GA,30339,Fulton,21+
InCommunity Atlanta,(470) 357-6671 X1048,"3301 Buckeye Road, Suite 700",Atlanta,GA,30341,DeKalb,21+
Institute for Behavioral Medicine,(770) 319-8013,696 Concord Road SE,Smyna,GA,30082,Cobb,21+
Int'l Rett Syndrome Association,1-800-818-7388,4600 Devitt Drive,Cincinnati,OH,45246,,21+
Invo Behavior and Therapy Services,(800) 356-4049,2550 Trade Center Drive,Evans,Georgia,30809,Columbia,21+
Ivy Street School,(617) 620-7779,200 Ivy Street,Brookline,MA,2446,,21+
Jacob's Ladder Neurodevelopmental Learning Center,770/998-1017,407 Hardscrabble Road,Roswell,GA,30075,Fulton,21+
Kathryn M. York Adapted Aquatics Center,(706) 922-9664,Wilson Family Y 3570 Wheeler Road,Augusta,GA,30909,Richmond,21+
Ken's Krew,(404) 431-1582,555 Madison Avenue,New York,NY,10022,,21+
Kids Enabled Magazine,404-401-9400,5579-B Chamblee Dunwoody Road,Atlanta,GA,,DeKalb,21+
Kimbridge Music Therapy Services,404-934-0115,4485 Tench Rd Suite 1211,Suwanee,GA,30024,Gwinnett,21+
Koru Kids Connections,(201) 639-4968,78 Dawsonville Way N Suite 140-38,Dawsonville,GA,30534,Dawson,21+
L. Battlo,404-944-1501,7995 Woods Lane,Jonesboro,GA,,Clayton,21+
"Law Offices of Dennise L. Grayson, LLC",(706) 310-1242,1 Third Street North,Watkinsville,GA,30677,Oconee,21+
Law Offices of Kathleen M. Flynn,404-479-4431,315 West Ponce de Leon Avenue Suite 940,Decatur,GA,30030,DeKalb,21+
Life & Enrichment Center,(478) 445-5726,1111 North Jefferson Street,Milledgeville,GA,31061,Baldwin,21+
Lighthouse Counseling,770-251-5873,121 Jackson Steet,Newnan,GA,30263,Coweta,21+
LM Speech,(678) 358-7237,2547 Ridgewood Terrace NW,Atlanta,GA,30318,Fulton,21+
MAAP Services For Autism/Aspergers/PDD/NOS,(219) 789-9874,P.O. Box 524,Crown Point,IN,46308,,21+
Macys Autism Pals,(916) 289-3720,100 Harbor Pointe Circle,Brunswick,GA,31523,Glynn,21+
My Goal Resources,(877) 886-9462,P.O. Box 531,Monmouth Junction,NJ,8852,,21+
National Autism Association,877-622-2884,"One Park Avenue, Suite 1",Portsmouth,RI,2871,,21+
New Directions Adult Autism Program,(678) 926-3598,4545 Suwanee Dam Road,Suwanee,GA,30024,Gwinnett,21+
Newnan Family Chiropractic,(770) 683-9105,197 Jefferson Pkwy,Newnan,GA,30263,Coweta,21+
Next Behavioral Solutions,(706) 905-5525,"6003 Veterans Parkway, Suite 219",Columbus,GA,31909,,21+
North Fulton Autism Support Group,(678) 315-2498,,Johns Creek,Ga,,Fulton,21+
North Fulton County Training Center,404-303-6166,"5025 Roswell Road, NE",Atlanta,GA,,Fulton,21+
Northwest Georgia Center for Independent Living,(706) 314-0008,242 North 5th Avenue,Rome,GA,30165,Floyd,21+
Organization for Autism Research (OAR),(703) 243-9710 X 229,"2000 North 14th Street, Suite 300",Arlington,VA,22201,,21+
Owl Ridge Equestrian Center,(770) 715-9685,345 Bluebird Acres Road,Woodstock,GA,30188,Cherokee,21+
PAC (Parents of Autistic Children) of Northwest Georgia,(706) 528-2908,"1 Rosalyn Court, SW",Rome,GA,30165,Floyd,21+
Pankaj Gaur,(928) 273-3565,"1170 Azalea Circle, SE",Conyers,GA,30013,Rockdale,21+
Paradise Grove Adult Care Center Inc,(770) 882-8401,10854 Paladin Drive,Hampton,GA,30228,Clayton,21+
Parent of Autistic Children of NW Georgia (PAC),(706) 528-2908,Etowah Senior Center 1325 Kingston Highway NE,Rome,GA,30165,Floyd,21+
Parenting ADHD & Autism,,PO Box 1376,Skyland,NC,28776,,21+
Pathways Autism Center - McDonough Center,(678) 691-2206,382 Racetrack Road,McDonough,Georgia,30252,Henry,21+
